weight_tons,distance_km,transport_mode,carbon_emissions_kg
8.9,1036.9,Sea,151.92
32.0,2071.5,Air,80800.89
45.5,565.9,Truck,2632.34
9.0,809.1,Air,9142.9
14.0,1773.2,Sea,412.29
43.4,2921.3,Air,154040.84
3.0,1104.4,Rail,73.23
31.4,2648.4,Truck,9091.08
18.4,920.5,Rail,369.94
24.3,718.6,Rail,397.55
5.8,2345.0,Rail,294.25
46.8,1017.8,Sea,769.03
1.5,2722.3,Air,4997.02
40.3,1997.0,Truck,8079.31
40.9,157.6,Rail,145.47
35.9,394.1,Rail,321.97
48.7,901.1,Air,52302.95
11.1,1219.2,Truck,1377.68
28.9,1511.3,Sea,683.29
43.8,1240.1,Sea,847.63
19.6,1277.6,Sea,413.18
27.1,1394.5,Air,47145.97
28.0,682.5,Sea,304.7
42.8,1347.4,Truck,5759.89
14.6,2873.6,Rail,900.81
36.3,1295.7,Truck,4773.77
17.5,2887.1,Truck,5160.93
30.4,355.5,Sea,180.58
14.2,1505.8,Sea,331.34
27.5,1275.2,Air,42733.07
9.3,1588.0,Rail,334.39
40.9,2505.3,Air,133258.15
44.9,63.0,Truck,284.63
13.4,1480.1,Rail,419.9
2.9,2011.7,Truck,586.7
14.7,431.4,Rail,135.13
25.6,2352.4,Rail,1379.92
31.8,1982.3,Truck,6614.66
5.2,2477.4,Rail,285.58
21.2,2122.7,Air,55874.23
15.6,2689.4,Air,52701.52
5.6,260.9,Truck,153.31
32.1,1038.0,Sea,535.75
1.2,2558.5,Air,3653.51
34.9,2562.8,Rail,1927.53
13.2,2480.6,Rail,693.14
34.6,652.3,Rail,502.75
4.5,2749.0,Rail,274.35
12.8,455.4,Truck,639.77
20.1,1808.0,Sea,586.94
31.4,2715.7,Air,109495.94
6.7,1414.2,Rail,215.83
3.9,1422.8,Air,7272.65
12.9,2980.1,Rail,844.7
39.6,2276.6,Sea,1505.9
13.2,2359.1,Air,38091.94
11.5,1975.8,Truck,2461.96
17.4,554.2,Truck,999.29
43.3,92.0,Air,4953.75
1.9,135.6,Sea,4.16
32.3,1709.3,Rail,1171.95
13.3,516.4,Sea,110.33
32.3,100.8,Truck,348.35
16.8,410.5,Rail,153.34
11.7,160.3,Truck,203.37
1.9,813.5,Sea,23.97
1.2,2990.3,Air,4638.56
4.6,1938.0,Sea,135.92
11.6,577.3,Rail,150.31
11.2,1675.1,Air,22371.24
21.6,545.0,Air,14328.13
21.0,2601.4,Sea,900.99
26.5,2597.9,Sea,1047.45
14.7,896.6,Truck,1444.21
43.4,1802.0,Sea,1202.94
29.5,2140.3,Air,75421.12
47.0,1876.1,Rail,1860.19
24.9,2996.1,Truck,8163.8
42.3,1057.8,Rail,1019.7
35.9,2252.1,Truck,8389.05
19.3,2215.2,Air,52365.44
49.7,1613.6,Truck,8621.85
32.3,830.0,Sea,437.16
35.0,1235.1,Air,55527.24
49.8,500.1,Air,31961.15
32.8,2814.3,Air,113617.69
20.3,2713.7,Air,65916.14
49.1,1523.0,Sea,1227.73
11.2,949.9,Air,13325.31
2.6,757.5,Rail,42.31
32.4,1093.0,Rail,760.57
18.4,2174.1,Rail,905.26
14.4,456.1,Truck,677.82
30.4,2626.1,Truck,8008.9
9.2,1408.6,Truck,1417.56
15.2,2606.9,Truck,4204.18
22.7,2621.8,Sea,941.13
48.1,1237.3,Air,71205.2
3.8,670.8,Rail,57.72
14.3,1124.3,Rail,342.01
39.9,2351.9,Sea,1536.95
9.5,2343.5,Rail,509.78
29.3,1648.0,Truck,5021.17
24.3,359.0,Sea,138.07
14.3,353.9,Rail,105.89
21.5,403.6,Truck,923.58
26.5,1390.1,Sea,565.79
19.4,2630.5,Truck,5238.67
27.2,2903.5,Sea,1250.27
4.9,2731.3,Air,15960.58
37.3,2853.4,Rail,2448.07
11.3,1671.3,Sea,315.05
7.7,2457.6,Truck,1921.27
1.7,1072.2,Truck,182.06
1.4,1517.3,Sea,33.57
36.8,1431.6,Sea,824.87
40.7,651.7,Sea,410.95
2.3,394.3,Truck,97.91
2.7,2833.1,Air,9419.37
41.3,1148.6,Truck,5095.94
13.9,1220.3,Truck,1697.33
47.0,898.3,Sea,657.46
42.1,2918.7,Rail,2696.77
19.3,2868.3,Truck,5753.53
12.0,1036.8,Air,15648.45
32.0,2170.4,Air,82899.82
15.5,2902.7,Sea,691.07
10.2,1370.9,Truck,1479.15
16.0,859.2,Air,16753.18
25.2,375.8,Truck,954.99
32.5,881.3,Air,34956.31
12.1,1761.5,Truck,2237.28
35.1,2453.0,Rail,1988.6
14.7,2467.0,Air,43856.82
29.6,2818.2,Sea,1269.7
1.2,590.8,Rail,15.4
34.9,1179.0,Rail,944.15
48.8,959.4,Air,56762.73
18.6,2357.7,Air,57199.12
27.6,2443.4,Truck,6871.66
3.5,2906.7,Sea,165.86
46.9,286.0,Rail,286.49
17.0,1556.2,Air,31442.66
10.4,577.7,Air,7223.19
1.9,453.1,Sea,13.73
5.7,676.2,Truck,391.35
49.1,2882.3,Sea,2261.79
27.4,2042.6,Truck,5784.57
40.8,2911.9,Truck,12737.79
42.7,363.7,Air,19822.82
21.9,2694.9,Sea,940.88
46.5,2836.1,Truck,13561.29
42.8,946.2,Air,52829.86
16.8,2968.7,Truck,4980.21
21.5,1344.4,Air,34598.04
22.9,906.8,Sea,338.04
35.0,1930.8,Rail,1479.47
24.1,1853.9,Sea,717.98
4.8,293.4,Rail,31.23
24.2,2556.5,Rail,1400.62
23.7,1199.3,Truck,2917.66
17.5,2932.6,Truck,5156.08
49.3,1015.8,Truck,5502.31
1.9,889.4,Air,2009.54
30.9,2409.9,Truck,7657.32
18.4,442.4,Truck,823.42
10.3,1277.4,Air,16303.38
16.8,1580.6,Rail,565.91
24.1,2509.7,Truck,6199.41
17.5,1678.1,Rail,625.75
17.3,147.2,Sea,40.89
13.6,1695.4,Sea,372.66
48.8,1959.4,Rail,2161.72
46.9,1162.0,Rail,1229.36
3.0,1960.8,Sea,97.25
28.7,946.6,Truck,2761.7
4.8,980.5,Truck,513.15
31.0,1549.1,Truck,4810.49
44.8,2064.3,Truck,9287.83
3.2,2794.3,Air,11349.85
41.6,1462.0,Sea,1010.67
28.6,2160.9,Rail,1310.76
3.9,1383.3,Sea,88.68
20.9,1475.3,Sea,510.83
3.5,1985.1,Rail,147.38
19.1,2255.6,Rail,939.38
33.6,657.6,Air,28046.28
14.0,775.8,Sea,165.15
24.0,2869.2,Air,86577.29
34.2,2810.2,Air,114466.81
44.3,2332.6,Rail,2181.02
4.0,2697.1,Rail,245.15
40.1,703.5,Sea,455.33
23.9,1289.8,Truck,3312.36
31.6,1359.4,Sea,669.92
35.5,401.0,Sea,236.1
41.9,790.5,Sea,517.96
40.1,1420.3,Sea,879.23
10.0,2247.4,Truck,2462.25
14.2,1731.1,Sea,375.02
30.8,1175.0,Air,45099.02
15.8,2779.6,Truck,4623.54
30.0,247.4,Air,9155.29
10.7,2806.2,Truck,3184.71
3.0,1072.6,Air,3943.42
49.7,465.1,Sea,358.36
18.6,1425.6,Rail,609.63
10.7,1060.4,Rail,247.86
2.0,1184.2,Air,2923.06
34.6,921.2,Rail,692.71
3.6,943.8,Air,4125.48
48.6,2805.1,Truck,14896.17
40.8,1121.2,Rail,962.28
26.8,521.9,Truck,1459.53
2.7,248.8,Sea,10.63
31.9,2881.2,Sea,1406.62
7.9,1971.3,Truck,1586.52
32.2,825.0,Air,33761.4
29.9,2185.4,Air,78374.62
4.1,2778.8,Air,14764.16
27.4,1482.9,Rail,924.81
43.3,821.5,Truck,3852.31
38.7,2939.9,Air,142777.2
42.3,2399.3,Air,128942.99
4.4,453.4,Sea,30.92
27.9,91.7,Truck,259.34
43.4,2082.1,Truck,9307.07
31.6,2199.7,Air,83429.83
19.1,1681.8,Air,41479.42
20.7,307.9,Sea,102.01
29.3,1279.7,Truck,3840.69
39.3,1875.5,Truck,8123.57
29.2,514.8,Sea,251.88
38.9,1194.0,Truck,4792.76
46.8,2953.8,Sea,2201.39
8.9,1726.5,Air,19652.71
14.2,324.5,Truck,500.35
46.3,2607.2,Air,147161.01
44.8,1742.6,Truck,8358.81
30.7,1800.0,Truck,5923.68
5.8,158.4,Air,1115.68
12.7,1338.3,Sea,264.85
7.8,154.5,Rail,27.64
24.8,1797.3,Truck,4911.07
21.4,2828.6,Truck,6517.34
33.3,2600.2,Truck,8714.19
6.4,2986.4,Sea,309.86
16.6,815.0,Rail,300.03
14.5,763.0,Air,13143.45
10.2,2785.2,Rail,647.9
29.1,392.5,Sea,184.57
21.1,349.6,Rail,161.88
5.5,268.0,Rail,33.6
2.7,2792.9,Sea,114.88
12.4,1936.7,Air,31319.57
24.5,2821.5,Rail,1489.96
48.7,1876.3,Rail,1941.57
47.1,1456.1,Rail,1433.65
38.7,2520.9,Truck,9879.83
15.6,1913.8,Air,36327.16
20.5,907.3,Truck,2025.94
28.3,2241.7,Truck,6714.71
28.5,648.3,Air,23999.85
23.3,1688.8,Truck,4086.38
4.6,2272.3,Sea,172.92
23.6,1353.9,Sea,507.5
20.7,783.5,Rail,352.69
42.7,1368.5,Air,75249.26
11.3,2580.7,Rail,622.09
4.8,2849.7,Sea,216.38
48.4,218.9,Rail,244.57
49.7,1170.8,Rail,1234.0
20.9,1441.6,Rail,664.77
45.5,2167.3,Air,121825.67
5.5,2853.8,Air,19800.58
4.2,2242.2,Air,12253.76
37.3,391.3,Air,18178.65
40.6,1062.9,Rail,908.42
36.8,863.8,Sea,496.24
14.4,1495.4,Truck,2241.26
49.0,739.1,Air,44344.19
7.0,2789.2,Truck,1983.5
31.7,2802.3,Rail,1902.81
31.8,2355.4,Rail,1725.93
44.0,2543.2,Sea,1869.87
16.2,1659.8,Air,32831.58
32.2,1905.2,Sea,998.01
10.2,2257.2,Truck,2526.77
10.0,1064.2,Air,13336.7
36.2,2425.1,Rail,1980.69
6.8,1401.8,Air,11807.83
2.3,2418.9,Air,7073.99
10.3,2193.6,Sea,362.6
11.8,2899.1,Air,42228.58
42.7,1691.8,Rail,1516.01
26.8,117.9,Air,3959.39
43.6,929.6,Truck,4123.54
12.7,875.4,Sea,182.17
15.2,2274.0,Sea,577.17
6.7,2453.7,Truck,1654.24
27.6,2726.5,Air,96840.51
31.8,230.1,Rail,157.94
43.2,2895.2,Sea,1906.18
46.9,1301.5,Rail,1337.86
21.5,2190.0,Truck,4985.26
15.6,2731.1,Air,53777.12
5.5,1981.0,Rail,251.32
6.5,2453.2,Truck,1651.99
9.0,1541.2,Air,17705.07
11.2,274.5,Air,3718.2
32.1,1428.7,Truck,4606.05
31.9,1899.1,Air,78416.08
40.7,2206.7,Sea,1434.81
46.4,1687.6,Air,99471.34
7.1,454.3,Truck,352.44
30.3,2816.4,Truck,8712.75
12.3,906.6,Air,13731.2
29.3,454.8,Air,17127.95
45.9,1299.0,Rail,1365.81
46.2,2406.7,Rail,2497.15
10.0,1216.4,Rail,270.83
48.0,625.5,Air,39312.14
21.1,681.2,Sea,219.78
22.0,2788.6,Sea,969.36
14.1,1997.3,Sea,438.81
20.2,1158.9,Air,30603.55
43.0,2190.2,Sea,1473.94
46.6,1631.9,Truck,8143.99
22.8,1984.5,Sea,755.16
19.1,2775.1,Truck,5649.61
42.1,387.5,Truck,1739.67
48.3,2661.7,Air,159591.72
49.9,867.0,Rail,934.24
24.7,776.7,Sea,320.96
14.5,588.7,Air,10290.11
48.3,421.8,Sea,315.84
6.2,2277.7,Sea,225.02
43.5,1181.3,Sea,813.48
21.5,356.7,Air,9245.38
12.0,703.2,Air,10242.76
33.7,734.2,Truck,2649.51
46.6,801.9,Sea,616.08
23.4,2678.4,Truck,6260.21
11.4,1811.2,Air,26762.21
44.4,128.8,Truck,607.78
48.8,284.5,Air,17952.07
26.2,52.2,Air,1688.09
25.4,2370.1,Air,73606.35
6.4,639.1,Truck,422.21
34.9,1553.3,Sea,884.19
17.5,1163.2,Truck,2089.79
20.5,194.3,Rail,91.12
23.9,2130.0,Air,64717.91
26.4,1727.5,Rail,1051.45
28.2,1407.5,Truck,4022.51
6.8,2086.8,Air,17795.36
33.3,632.4,Air,27430.38
22.1,2176.1,Air,60324.59
45.1,1925.4,Truck,8747.05
43.8,971.4,Sea,679.78
10.0,629.2,Rail,144.99
7.0,2569.7,Air,22296.36
34.8,2635.0,Truck,9318.85
26.0,703.0,Truck,1909.83
7.4,297.4,Sea,36.06
8.2,596.3,Sea,80.67
45.3,2160.1,Air,118193.74
13.8,240.4,Air,4287.22
39.6,2272.4,Rail,1955.14
28.3,2763.1,Rail,1788.78
38.7,2195.0,Sea,1405.69
41.6,1332.8,Air,68289.19
15.1,1116.9,Sea,269.11
25.9,354.0,Air,11266.46
44.9,484.7,Air,28388.16
25.1,356.3,Air,11652.15
13.8,767.1,Truck,1093.61
40.6,1033.8,Truck,4423.92
31.0,2039.5,Rail,1374.08
11.1,2191.6,Sea,376.22
26.7,1386.5,Rail,782.28
3.6,2801.0,Air,12899.55
47.2,593.9,Air,33402.21
28.7,957.7,Rail,610.98
32.9,1571.7,Truck,5268.73
1.8,553.0,Rail,21.39
4.0,2267.5,Truck,914.51
39.6,2842.5,Air,133862.95
44.5,971.4,Truck,4557.16
36.2,727.9,Air,32327.6
30.3,2447.3,Air,95974.48
41.1,1332.1,Truck,5474.14
17.0,1970.0,Sea,513.47
47.4,594.9,Truck,2849.74
12.3,2187.5,Air,33575.61
44.8,2735.6,Rail,2752.17
13.6,1101.6,Truck,1525.63
35.6,2430.5,Air,111581.31
19.1,464.5,Rail,199.55
35.7,2352.8,Truck,9002.66
41.1,2739.8,Sea,1781.8
15.0,2036.2,Truck,3103.07
18.3,197.5,Truck,365.12
12.6,772.9,Air,11766.97
20.9,2179.0,Air,56839.3
27.9,2804.2,Truck,8025.58
1.0,2858.2,Rail,61.33
2.7,279.7,Air,903.01
40.0,835.6,Sea,524.17
24.0,1262.0,Truck,3309.07
23.6,2521.4,Sea,975.32
9.0,1548.9,Rail,315.21
1.2,2165.0,Sea,40.53
23.5,990.8,Sea,364.83
8.9,809.6,Air,8591.27
12.2,768.6,Rail,198.95
8.8,2714.2,Rail,520.28
44.6,800.1,Rail,823.86
38.3,2032.6,Rail,1657.97
2.7,695.9,Rail,41.49
38.5,2406.5,Air,121131.21
39.4,302.8,Air,14831.16
24.0,2794.3,Rail,1503.0
13.8,499.4,Truck,705.0
4.0,1152.3,Air,5965.55
35.4,2118.5,Air,95637.22
36.9,2282.9,Sea,1402.29
29.3,1900.0,Rail,1183.23
41.0,1928.9,Sea,1242.0
24.3,2458.1,Air,75766.07
18.6,2238.7,Truck,4258.96
34.0,2777.7,Rail,2075.88
39.2,1539.2,Sea,987.81
33.3,2836.6,Air,113106.34
11.2,2272.7,Rail,578.89
35.5,708.6,Rail,530.9
4.5,451.8,Air,2631.18
15.3,2128.8,Truck,3387.41
32.8,2601.1,Air,102081.62
7.0,2422.8,Sea,260.68
25.9,2876.0,Sea,1179.53
14.7,193.9,Sea,43.58
34.3,1594.9,Air,71363.08
48.3,2581.6,Air,160575.81
26.1,2252.1,Truck,6005.7
45.8,2147.7,Rail,2166.91
29.5,619.3,Truck,1892.99
12.3,2936.0,Truck,3915.7
31.8,99.4,Sea,49.16
16.1,1671.5,Sea,424.5
17.7,2692.9,Truck,5232.84
28.5,1137.4,Sea,522.12
49.2,1333.3,Rail,1434.51
47.6,1490.2,Rail,1581.33
3.9,1765.2,Rail,151.78
45.4,1614.0,Air,94918.06
30.5,2612.5,Truck,8353.4
33.3,1219.0,Truck,4327.37
26.1,2719.0,Air,92922.01
7.7,1726.0,Rail,279.76
34.4,2401.6,Rail,1771.02
5.6,2633.0,Truck,1565.14
7.6,741.4,Rail,129.17
7.6,415.1,Sea,48.04
47.9,815.0,Air,51146.0
43.6,2901.8,Air,158661.38
12.8,2980.4,Sea,622.13
22.1,2096.1,Air,55889.22
43.0,1938.2,Truck,9154.21
33.9,558.7,Sea,291.61
26.4,1786.6,Air,56256.75
44.6,1240.4,Truck,6089.31
19.7,798.6,Truck,1713.12
30.5,1897.1,Air,73012.82
27.1,1569.7,Truck,4388.22
31.5,2204.9,Rail,1521.44
21.8,1171.5,Truck,2653.38
11.1,2415.5,Truck,2874.19
49.6,1068.6,Truck,5703.34
8.1,1858.0,Truck,1576.2
6.9,2345.2,Sea,267.55
6.0,2105.7,Air,15432.69
44.6,1021.3,Rail,967.48
28.7,445.9,Sea,206.11
38.1,896.4,Truck,3733.85
11.8,538.6,Rail,144.35
32.7,1340.1,Rail,974.58
33.6,2773.5,Air,118970.32
25.4,1633.2,Truck,4259.95
21.3,2052.5,Sea,700.32
22.2,445.3,Truck,999.23
23.5,736.0,Sea,265.44
41.0,1301.9,Air,67382.83
20.1,836.9,Rail,386.91
45.5,2820.2,Truck,12846.68
4.0,1822.8,Air,8714.72
35.6,385.7,Air,17146.01
22.1,2845.0,Truck,6786.5
19.6,997.8,Rail,430.33
29.8,1934.8,Air,72744.41
15.9,1379.9,Rail,504.2
48.3,186.1,Truck,900.5
12.9,1860.5,Truck,2402.2
44.0,234.3,Rail,232.02
23.8,1747.5,Sea,676.43
22.5,2730.9,Sea,982.65
43.0,420.9,Air,22818.69
25.7,452.6,Sea,182.75
35.9,606.6,Sea,355.69
27.8,1297.0,Rail,767.08
41.7,1335.7,Truck,5809.05
20.4,2653.8,Rail,1164.1
16.1,2499.1,Air,52136.96
7.7,1450.9,Rail,256.15
13.2,320.6,Sea,65.88
36.3,278.4,Rail,224.12
3.1,1721.5,Rail,120.09
2.7,631.6,Rail,38.55
23.3,1527.1,Rail,790.78
6.0,191.0,Rail,25.89
19.5,1196.8,Rail,522.84
41.1,328.7,Air,16889.28
12.7,801.7,Rail,215.58
48.6,310.0,Truck,1605.03
40.3,2201.3,Rail,1998.65
19.3,2808.8,Air,66884.99
8.5,2372.6,Air,26065.76
13.5,962.2,Rail,274.83
1.1,979.9,Air,1364.24
40.1,2429.0,Air,126309.95
13.6,2691.3,Truck,3715.55
22.6,1412.4,Truck,3311.61
15.6,1696.7,Truck,2807.4
47.7,1900.9,Rail,1941.08
22.5,909.4,Rail,434.92
6.6,180.6,Truck,128.25
28.2,1920.0,Rail,1181.35
34.8,1373.3,Air,56868.74
27.6,1323.4,Truck,3683.76
34.9,262.0,Air,11204.08
26.7,1351.2,Sea,548.47
21.5,2326.8,Air,62614.45
16.5,1437.9,Sea,361.41
12.0,2158.2,Air,32297.95
49.7,2908.6,Sea,2237.65
32.4,1642.3,Rail,1148.2
27.8,766.7,Air,25501.66
1.6,1324.7,Rail,44.76
9.9,1931.9,Air,23679.22
29.6,1814.7,Truck,5820.13
34.5,2837.8,Air,119220.62
9.9,2916.3,Sea,474.68
3.5,2455.2,Rail,195.28
35.2,1113.8,Air,47999.55
5.6,2765.2,Truck,1611.88
2.8,1162.1,Sea,51.5
45.5,2357.7,Truck,11166.39
30.2,2665.1,Truck,8480.81
47.7,2016.9,Truck,10180.42
33.0,991.2,Truck,3576.31
32.7,2015.5,Rail,1508.23
6.1,1800.0,Air,13864.42
28.7,2799.2,Rail,1690.02
17.9,1621.5,Air,35804.9
22.2,1512.9,Truck,3449.24
37.2,2219.4,Truck,8704.72
40.3,363.3,Rail,334.26
44.6,444.0,Truck,2148.45
13.3,328.6,Air,5719.14
9.1,386.9,Rail,74.45
1.3,2114.2,Truck,296.51
9.2,371.8,Rail,78.92
2.4,94.3,Truck,24.11
15.3,817.6,Sea,210.04
35.0,2112.6,Sea,1215.18
47.0,2182.6,Sea,1627.28
38.9,2776.4,Truck,11531.77
18.5,2901.7,Truck,5517.94
34.8,2170.2,Air,97533.63
16.8,2399.8,Truck,4260.77
9.0,2413.8,Air,27432.16
33.9,1839.8,Air,77625.85
39.7,311.0,Rail,265.5
41.7,961.2,Air,51966.86
17.3,669.7,Truck,1161.11
4.9,199.0,Truck,98.85
43.6,2726.4,Rail,2516.81
14.0,816.9,Truck,1211.26
2.3,65.3,Truck,16.54
43.6,1837.8,Rail,1756.96
2.2,1368.4,Truck,318.12
4.5,2292.3,Rail,237.43
12.1,1566.6,Sea,289.99
49.4,1354.8,Rail,1436.39
10.5,2517.9,Rail,600.01
40.7,1574.7,Air,78106.82
34.7,1407.0,Sea,815.75
3.8,499.8,Sea,29.74
22.9,527.3,Air,15577.41
17.2,1286.3,Rail,477.92
21.9,2375.0,Air,67716.87
34.1,1610.0,Rail,1252.46
12.7,2915.7,Truck,3755.64
46.3,1285.2,Sea,944.85
25.6,1078.9,Air,33764.25
35.8,2892.3,Air,129261.27
49.5,2937.5,Truck,14937.74
25.5,2451.9,Air,77488.12
5.7,1773.6,Rail,224.1
8.4,335.7,Sea,43.41
33.1,989.1,Air,39999.42
2.1,2395.2,Sea,81.84
40.9,2330.4,Truck,10479.74
20.4,1808.0,Air,46599.35
26.8,2985.5,Sea,1321.39
28.7,967.5,Sea,429.27
19.9,1968.9,Sea,603.18
8.5,502.0,Air,5276.57
41.3,2188.4,Truck,9051.11
43.0,2414.3,Air,123414.14
49.3,1075.6,Rail,1147.27
16.3,143.8,Truck,235.05
21.3,2273.2,Truck,4836.67
15.9,703.3,Sea,177.85
9.7,2356.9,Sea,382.97
28.4,1501.6,Air,54524.11
41.3,2507.6,Sea,1661.47
29.4,1371.2,Sea,614.58
6.8,149.0,Rail,21.52
30.1,295.2,Rail,188.65
38.5,649.3,Air,30922.64
41.8,2851.2,Air,146369.68
12.6,532.0,Rail,147.05
16.2,292.6,Air,6079.1
8.1,1755.7,Air,17747.32
13.7,1661.8,Sea,371.97
19.6,2139.6,Rail,921.64
23.3,2806.1,Air,85514.7
36.6,2556.5,Sea,1475.17
16.6,493.5,Rail,176.3
32.2,1731.7,Sea,860.64
1.8,605.4,Truck,119.75
15.0,1492.2,Truck,2304.98
8.2,1709.6,Sea,220.74
33.4,1016.7,Air,42640.98
8.2,2857.0,Truck,2479.81
13.0,2051.4,Rail,579.79
5.6,781.1,Sea,71.38
15.0,1606.2,Truck,2626.33
15.5,2148.3,Air,41456.61
14.4,2659.4,Sea,629.29
22.7,2437.0,Air,66650.7
39.2,2173.0,Truck,9219.05
23.5,1855.9,Rail,925.13
30.4,2844.0,Sea,1421.55
40.5,230.7,Truck,966.9
1.8,2318.5,Truck,458.43
46.6,2819.9,Air,156179.71
43.8,2614.3,Sea,1741.27
22.6,1279.8,Air,36550.81
2.7,1311.3,Air,4316.14
31.4,2197.4,Air,86058.04
27.9,2370.8,Sea,1101.54
13.2,2159.1,Sea,441.85
15.7,2217.3,Truck,3618.58
11.3,494.4,Sea,90.57
25.8,1568.0,Truck,4152.15
40.9,2346.2,Sea,1470.16
37.5,810.6,Rail,649.01
3.9,2751.5,Truck,1089.01
30.8,2821.0,Air,111607.63
33.2,2710.2,Air,117735.28
39.9,2374.5,Air,116004.08
17.3,2748.9,Sea,793.77
6.8,830.1,Sea,90.43
31.3,1364.6,Rail,929.5
45.8,1342.7,Air,79121.45
26.6,51.8,Air,1667.89
26.0,1560.6,Air,52932.98
10.8,2169.1,Rail,519.95
34.2,1936.1,Sea,1089.58
15.7,2650.4,Truck,4541.8
3.9,1416.2,Air,7126.59
43.5,1655.3,Rail,1618.15
10.8,501.7,Rail,120.48
8.5,1887.5,Air,20367.81
9.8,1115.6,Rail,240.01
43.9,96.0,Truck,453.93
1.3,2568.0,Sea,54.58
20.4,2706.6,Sea,871.78
38.1,842.9,Air,39756.99
48.8,2001.5,Air,119830.46
26.2,852.1,Air,28402.06
12.9,2092.3,Truck,2780.11
33.6,2293.7,Sea,1182.66
37.9,669.9,Truck,2587.99
13.8,849.7,Rail,247.88
23.5,1034.9,Truck,2507.88
45.7,2461.9,Rail,2524.89
18.6,346.0,Sea,100.45
21.3,616.4,Air,16013.06
36.5,1795.8,Air,81006.59
16.5,2513.2,Rail,948.95
32.2,1430.3,Air,58716.53
15.9,843.4,Sea,218.65
9.3,443.9,Rail,92.47
49.6,2082.8,Sea,1701.92
5.5,381.6,Rail,44.49
8.2,411.5,Sea,53.82
38.9,509.3,Truck,2006.33
31.8,775.1,Air,29954.91
15.1,1701.4,Rail,542.78
8.8,563.6,Truck,523.23
49.3,2578.7,Rail,2903.02
8.5,1778.5,Air,18566.49
14.4,2218.4,Sea,509.58
11.3,1061.3,Air,15598.63
40.9,2045.3,Air,108609.02
1.1,1241.8,Rail,30.54
36.3,2114.4,Air,94780.39
41.0,1005.1,Air,49415.57
42.6,395.8,Air,20143.74
18.9,1737.9,Air,40492.22
16.0,251.1,Rail,91.18
13.7,1097.7,Rail,330.56
11.7,2808.3,Air,39777.54
1.2,2257.4,Rail,59.86
17.0,2976.8,Truck,5409.18
9.2,1564.3,Sea,228.36
12.7,1107.1,Sea,224.11
46.4,2329.4,Sea,1714.52
26.9,2326.5,Sea,1004.43
16.4,1011.7,Air,20495.29
22.7,2760.2,Sea,966.0
30.0,1436.7,Truck,4485.41
43.1,2106.5,Truck,9588.77
26.7,654.1,Air,21691.11
24.9,2629.6,Truck,6846.48
28.9,613.0,Truck,1897.87
10.7,1191.1,Sea,204.41
15.8,1990.1,Air,37348.56
32.0,1820.5,Truck,6131.43
39.1,433.5,Rail,376.56
37.1,605.2,Rail,476.46
42.2,1612.3,Truck,6946.11
14.5,2356.5,Truck,3444.69
15.3,555.3,Sea,140.97
31.8,2881.4,Sea,1524.29
19.4,1389.3,Sea,426.53
20.5,1120.5,Sea,365.33
41.1,1516.0,Rail,1414.26
41.5,792.3,Truck,3556.45
32.0,2554.1,Rail,1795.45
14.0,2238.6,Air,38514.24
22.8,1790.1,Air,51740.88
3.8,2930.8,Truck,1186.93
19.9,2398.6,Sea,728.57
10.0,1154.3,Air,15113.78
34.7,698.0,Rail,550.94
4.6,696.8,Rail,69.28
42.0,1582.3,Sea,1043.66
7.5,996.3,Sea,116.57
13.1,358.1,Air,5825.5
42.0,1154.7,Truck,5319.76
29.0,2580.6,Sea,1245.22
18.7,610.8,Truck,1176.18
30.5,422.4,Sea,206.7
28.3,522.3,Sea,240.6
32.9,1134.1,Rail,784.97
42.9,861.1,Truck,4018.23
31.7,112.1,Rail,74.81
25.1,530.2,Truck,1368.29
34.6,2558.7,Rail,1911.87
15.7,2720.0,Air,53083.68
32.6,1589.2,Sea,812.9
29.7,1516.5,Sea,725.45
48.8,2152.3,Sea,1699.86
28.1,2920.0,Rail,1789.49
1.1,509.3,Sea,8.65
9.3,1564.9,Rail,333.6
1.7,2603.4,Rail,100.39
15.4,1046.1,Rail,338.46
45.8,2472.8,Rail,2470.92
37.0,741.3,Truck,2975.28
10.7,59.9,Air,825.4
14.0,2941.4,Truck,4281.72
27.9,1064.9,Air,35478.49
9.4,1314.7,Truck,1343.95
37.8,2690.7,Air,127200.76
35.3,2310.4,Sea,1329.2
21.7,137.1,Rail,62.86
41.3,2081.8,Air,110295.41
45.1,1344.5,Sea,983.46
16.8,2476.2,Air,52105.99
2.5,1708.0,Sea,67.22
7.6,1245.2,Sea,146.41
11.0,1684.9,Air,23501.28
20.1,139.9,Rail,63.99
35.6,1089.3,Rail,894.03
33.8,1319.1,Sea,730.19
22.4,2259.5,Rail,1082.82
21.4,2063.2,Air,54661.26
33.9,1877.7,Air,79996.11
5.1,415.8,Sea,35.39
28.8,970.5,Rail,643.35
10.7,2230.3,Air,29980.41
16.3,1333.0,Sea,333.4
2.4,1260.2,Truck,324.35
47.2,760.6,Rail,762.09
6.6,1402.0,Rail,202.01
22.9,870.3,Sea,312.54
27.3,1385.8,Rail,819.12
25.1,2474.1,Truck,6473.81
49.4,750.2,Sea,618.05
14.7,1407.5,Rail,464.44
30.4,1511.1,Truck,5029.97
19.1,1174.6,Air,26977.78
20.8,635.9,Truck,1334.62
42.1,1129.9,Air,59248.3
44.0,2437.5,Air,129809.92
39.9,1236.1,Rail,1109.83
